timestamp,charge_discharge_power,rsoc,battery_rsoc,pvc_charge_power,pvc_charge_current,battery_current,ups_output_power,ups_output_current,dcdc_grid_power,p1,p2
2019/1/1 00:00,26.0,28.0,33.0,0.0,0.03916666666666666,-0.5100000000000007,151.3,1.2249999999999994,-1.2199999999999993,278.3816666666666,286.465
2019/1/1 00:30,26.2,27.083333333333332,32.916666666666664,0.0,0.03833333333333333,-0.5135000000000006,19.316666666666666,0.1366666666666667,-1.2199999999999993,198.76333333333335,206.3650000000001
2019/1/1 01:00,26.016666666666666,27.0,32.0,0.0,0.03416666666666668,-0.5105000000000006,31.066666666666666,0.23499999999999996,-1.2199999999999993,203.26500000000001,210.90166666666676
2019/1/1 01:30,26.0,26.816666666666666,32.0,0.0,0.0375,-0.5100000000000007,35.03333333333333,0.2033333333333333,-1.2199999999999993,189.3716666666667,196.87
2019/1/1 02:00,26.0,26.0,31.65,0.0,0.03500000000000001,-0.5100000000000007,15.333333333333334,0.11833333333333333,-1.2199999999999993,179.41666666666663,186.91666666666669
2019/1/1 02:30,26.066666666666666,26.0,31.0,0.0,0.03916666666666666,-0.5120000000000006,19.666666666666668,0.13500000000000004,-1.2199999999999993,197.60500000000002,205.2133333333333
2019/1/1 03:00,26.033333333333335,25.283333333333335,31.0,0.0,0.03583333333333334,-0.5111666666666673,38.03333333333333,0.29000000000000004,-1.2199999999999993,222.34166666666667,229.86666666666667
2019/1/1 03:30,26.0,25.0,30.4,0.0,0.0375,-0.5106666666666673,13.1,0.06999999999999999,-1.2199999999999993,183.56500000000003,191.07000000000005
2019/1/1 04:00,26.05,24.85,30.0,0.0,0.03833333333333333,-0.5118333333333339,9.483333333333333,0.06333333333333334,-1.2199999999999993,177.39166666666668,184.91666666666663
2019/1/1 04:30,26.033333333333335,24.0,30.0,0.0,0.03416666666666668,-0.5115000000000006,21.366666666666667,0.125,-1.2199999999999993,185.58499999999998,193.16833333333335
2019/1/1 05:00,26.0,24.0,29.366666666666667,0.0,0.03333333333333335,-0.5116666666666672,21.45,0.16666666666666666,-1.2199999999999993,204.27666666666664,211.78666666666672
2019/1/1 05:30,26.0,23.733333333333334,29.0,0.0,0.03833333333333333,-0.5143333333333334,17.283333333333335,0.13333333333333333,-1.2199999999999993,191.83666666666667,199.56999999999996
2019/1/1 06:00,26.0,23.0,29.0,0.0,0.039999999999999994,-0.5186666666666664,22.5,0.13333333333333333,-1.2199999999999993,185.815,193.4516666666667
2019/1/1 06:30,26.0,23.0,28.1,0.0,0.03500000000000001,-0.5199999999999997,11.3,0.07833333333333334,-1.2199999999999993,179.51999999999998,186.9316666666667
2019/1/1 07:00,24.933333333333334,22.2,28.0,0.18333333333333332,0.04166666666666665,-0.4973333333333333,34.03333333333333,0.23999999999999996,-1.2199999999999993,205.08166666666665,212.7133333333333
2019/1/1 07:30,100.7,22.316666666666666,28.116666666666667,118.68333333333334,2.263166666666666,1.714666666666667,423.3333333333333,4.008333333333333,-1.2199999999999993,558.9616666666666,567.3616666666666
2019/1/1 08:00,430.3333333333333,25.533333333333335,30.933333333333334,466.1666666666667,8.763166666666669,8.176666666666668,179.95,1.5416666666666665,-1.2199999999999993,329.2749999999999,337.29833333333335
2019/1/1 08:30,903.5166666666667,34.266666666666666,39.1,1062.95,19.615333333333343,17.03983333333333,219.6,1.256666666666667,-1.2199999999999993,263.5783333333334,268.5683333333333
2019/1/1 09:00,296.6166666666667,40.483333333333334,44.71666666666667,590.95,11.007333333333332,5.283833333333334,103.43333333333334,0.946666666666667,-1.2199999999999993,39.14333333333334,39.29
2019/1/1 09:30,705.05,45.31666666666667,49.4,1132.9166666666667,20.956166666666665,11.003499999999997,283.55,2.643333333333332,-1.2199999999999993,39.16166666666666,39.29333333333334
2019/1/1 10:00,942.7333333333333,54.483333333333334,58.03333333333333,1399.5666666666666,25.694166666666664,17.538499999999996,223.7,2.0916666666666677,-1.2199999999999993,39.14,39.260000000000005
2019/1/1 10:30,1101.4333333333334,68.35,70.93333333333334,1466.4833333333333,26.820166666666672,20.49483333333333,103.58333333333333,0.8633333333333333,-1.2199999999999993,39.266666666666666,39.40166666666666
2019/1/1 11:00,542.2833333333333,75.86666666666666,77.95,1105.8333333333333,20.453166666666668,6.843000000000001,329.05,3.190000000000001,-155.8828333333333,39.27666666666668,39.39666666666667
2019/1/1 11:30,271.1333333333333,79.81666666666666,81.65,1256.8666666666666,23.285000000000004,3.319333333333332,172.36666666666667,1.5916666666666675,-630.9598333333331,39.30000000000002,39.42666666666666
2019/1/1 12:00,530.8833333333333,84.03333333333333,85.4,1591.55,29.186666666666675,9.144,151.83333333333334,1.4616666666666667,-664.6930000000003,39.37999999999999,39.53166666666665
2019/1/1 12:30,348.4166666666667,87.31666666666666,88.4,1334.9166666666667,24.66483333333333,0.7626666666666669,324.73333333333335,2.5500000000000016,-663.269666666666,39.40166666666668,39.54
2019/1/1 13:00,421.28333333333336,89.36666666666666,90.53333333333333,1487.2333333333333,27.24766666666669,6.599666666666666,172.86666666666667,1.5433333333333337,-670.0023333333328,39.360000000000014,39.50833333333334
2019/1/1 13:30,357.1666666666667,94.15,95.05,1199.75,22.053000000000008,1.7231666666666676,164.45,1.5533333333333346,-653.379,39.269999999999996,39.433333333333344
2019/1/1 14:00,360.5,91.51666666666667,92.56666666666666,894.3,16.69983333333333,-5.538999999999998,247.98333333333332,2.3783333333333334,-650.3888333333332,39.319999999999986,39.468333333333334
